annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien_estime,annee_publication,mois_publication,trimestre_publication,nom_mois_publication,categorie_surface,categorie_prix,segment_marche
ANO000637,2024-07-01,Appartement à location - Casablanca,casablanca,inconnu,appartement,location,1626.92,88.57,3,1,2,2024,18.368747883030373,2,2024,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO001205,2023-10-20,Appartement à vente - Agadir,agadir,talborjt,appartement,vente,528508.81,94.9,2,2,2,2011,5569.112855637513,15,2023,10,4,October,Moyen (80-150 m²),High standard,Market Standard
ANO000230,2024-03-20,Appartement moderne Fès,fès,ville nouvelle,appartement,vente,1850071.68,102.77,3,1,2,2006,18002.05974506179,20,2024,3,1,March,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001196,2023-12-28,Beau Appartement Marrakech,marrakech,targa,appartement,vente,1482596.95,67.61,2,2,0,2002,21928.66365922201,24,2023,12,4,December,Petit (< 80 m²),Luxury,Market Standard
ANO000247,2024-06-17,Appartement 110m² Tétouan,tétouan,inconnu,appartement,vente,749856.93,110.36,2,1,3,1995,6794.644164552375,31,2024,6,2,June,Moyen (80-150 m²),Luxury,Market Standard
ANO000894,2023-05-03,Appartement à vente - Casablanca,casablanca,anfa,appartement,vente,518386.21,101.98,2,2,0,1995,5083.214453814473,31,2023,5,2,May,Moyen (80-150 m²),High standard,Market Standard
ANO001168,2023-03-16,Appartement à vente - Tétouan,tétouan,centre,appartement,vente,1749074.62,86.13,3,2,6,2010,20307.379774759087,16,2023,3,1,March,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000170,2024-01-26,Bureau 121m² Centre,kenitra,centre,bureau,vente,854403.69,121.94,0,0,7,2003,7006.754879448909,23,2024,1,1,January,Moyen (80-150 m²),Medium,Market Standard
ANO000953,2023-04-08,Beau Terrain Casablanca,casablanca,hay mohammadi,terrain,vente,584624.33,272.34,0,0,0,2017,2146.6708158919,9,2023,4,2,April,Grand (> 150 m²),Medium,Market Standard
ANO000293,2024-08-29,Villa moderne Tétouan,tétouan,centre,villa,location,7764.78,267.9,4,2,0,2009,28.98387458006719,17,2024,8,3,August,Grand (> 150 m²),Economy,Market Standard
ANO001441,2023-11-28,Appartement 82m² Ville Nouvelle,fès,ville nouvelle,appartement,vente,1992050.55,82.32,2,2,6,2018,24198.86479591837,8,2023,11,4,November,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000562,2023-06-24,Beau Appartement Casablanca,casablanca,inconnu,appartement,vente,2129743.71,55.52,3,1,2,2017,38359.93713976945,9,2023,6,2,June,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001226,2024-02-11,Appartement moderne Marrakech,marrakech,targa,appartement,vente,558744.89,86.83,3,1,2,2008,6434.929056777612,18,2024,2,1,February,Moyen (80-150 m²),High standard,Market Standard
ANO001392,2024-05-14,Beau Appartement Kenitra,kenitra,hay essalam,appartement,vente,434050.44,80.62,1,1,3,2013,5383.905234433143,13,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000835,2023-04-26,Bureau 95m² Fès,fès,inconnu,bureau,vente,1067476.65,95.51,0,0,8,1983,11176.595644435136,43,2023,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO001269,2024-03-04,Bureau moderne Meknès,meknès,hamria,bureau,vente,842884.99,140.54,0,0,0,2010,5997.473957592145,16,2024,3,1,March,Moyen (80-150 m²),Medium,Market Standard
ANO000444,2024-10-21,Appartement moderne Casablanca,casablanca,anfa,appartement,location,8959.89,123.27,25,13,1,2004,72.6850815283524,22,2024,10,4,October,Moyen (80-150 m²),Medium,Market Standard
ANO001275,2023-01-03,Beau Villa Meknès,meknès,hamria,villa,vente,2177553.48,264.6,4,2,0,2004,8229.604988662131,22,2023,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO001404,2024-10-25,Appartement 78m² Hay Qods,oujda,hay qods,appartement,vente,414873.52,78.59,2,1,6,2005,5278.960682020614,21,2024,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO000573,2023-03-28,Villa à vente - Kenitra,kenitra,centre,villa,vente,2365990.17,265.24,4,3,0,2015,8920.186133313226,11,2023,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO000420,2024-01-26,Terrain 215m² Hay Essalam,kenitra,hay essalam,terrain,vente,925705.7,215.4,0,0,0,2008,4297.61234911792,18,2024,1,1,January,Grand (> 150 m²),High standard,Market Standard
ANO000366,2024-09-12,Villa moderne Marrakech,marrakech,inconnu,villa,location,23515.7,256.29,3,2,0,1994,91.75426274922938,32,2024,9,3,September,Grand (> 150 m²),Economy,Market Standard
ANO001427,2024-06-28,Appartement moderne Tétouan,tétouan,centre,appartement,location,7891.0,94.1,1,1,0,2024,83.8575982996812,2,2024,6,2,June,Moyen (80-150 m²),Economy,Market Standard
ANO000931,2024-11-09,Appartement 71m² Hay Qods,oujda,hay qods,appartement,vente,2238011.79,71.06,1,1,7,2006,31494.67759639741,20,2024,11,4,November,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000413,2023-06-24,Appartement 71m² Hivernage,marrakech,hivernage,appartement,vente,2671080.33,71.16,2,1,5,2014,37536.26096121417,12,2023,6,2,June,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000316,2024-03-26,Duplex 73m² Hay Riad,rabat,hay riad,duplex,vente,1157949.14,73.72,3,2,1,1989,15707.394736842105,37,2024,3,1,March,Petit (< 80 m²),Medium,Market Standard
ANO001062,2023-10-25,Appartement moderne Tanger,tanger,inconnu,appartement,location,2041.22,65.5,2,1,0,2020,31.163664122137405,6,2023,10,4,October,Petit (< 80 m²),Economy,Market Standard
ANO001233,2023-02-20,Beau Terrain Meknès,meknès,ville nouvelle,terrain,vente,628476.19,339.91,0,0,0,2017,1848.9488099791117,9,2023,2,1,February,Grand (> 150 m²),Medium,Market Standard
ANO000643,2023-01-26,Villa 227m² Oujda,oujda,inconnu,villa,vente,934856.24,227.12,5,2,0,2009,4116.133497710462,17,2023,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO000490,2024-07-04,Appartement 55m² Maarif,casablanca,maarif,appartement,location,2389.44,55.1,2,2,1,2006,43.36551724137931,20,2024,7,3,July,Petit (< 80 m²),Economy,Market Standard
ANO001473,2023-09-18,Appartement moderne Casablanca,casablanca,bourgogne,appartement,vente,2104826.72,36.26,3,2,6,2004,58048.17209045781,22,2023,9,3,September,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO001025,2023-05-06,Appartement 125m² Zouagha,fès,zouagha,appartement,location,8323.73,125.8,4,3,5,1989,66.16637519872813,37,2023,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000728,2023-07-01,Villa 235m² Centre,kenitra,centre,villa,vente,5463831.87,235.57,3,2,0,2009,23194.090376533517,17,2023,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO000069,2023-12-11,Beau Appartement Tétouan,tétouan,centre,appartement,location,5795.73,61.55,2,1,8,2014,94.1629569455727,12,2023,12,4,December,Petit (< 80 m²),Economy,Market Standard
ANO001053,2024-04-17,Appartement 87m² Hay Qods,oujda,hay qods,appartement,vente,1505029.34,87.74,2,1,2,2020,17153.2863004331,6,2024,4,2,April,Moyen (80-150 m²),Luxury,Market Standard
ANO000056,2024-10-28,Beau Appartement Kenitra,kenitra,centre,appartement,location,2398.13,105.55,3,2,3,2024,22.72032212221696,2,2024,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000880,2023-05-02,Bureau à location - Casablanca,casablanca,bourgogne,bureau,location,6306.1,78.7,0,0,4,2005,80.12833545108005,21,2023,5,2,May,Petit (< 80 m²),Economy,Market Standard
ANO001328,2024-09-04,Beau Bureau Agadir,agadir,centre,bureau,vente,1856245.83,246.08,0,0,8,2001,7543.261662873862,25,2024,9,3,September,Grand (> 150 m²),Luxury,Exception (Luxury/Grand)
ANO000328,2023-09-02,Terrain à vente - Rabat,rabat,hassan,terrain,vente,927637.27,183.96,0,0,0,1999,5042.6031202435315,27,2023,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO000048,2023-05-21,Appartement 44m² Rabat,rabat,inconnu,appartement,location,2827.43,44.81,4,3,0,2002,63.09819236777504,24,2023,5,2,May,Petit (< 80 m²),Economy,Market Standard
ANO001030,2024-09-13,Terrain 65m² Maarif,casablanca,maarif,terrain,vente,1165691.24,65.87,0,0,0,2000,17696.845908607862,26,2024,9,3,September,Petit (< 80 m²),Luxury,Market Standard
ANO000158,2024-08-26,Terrain 118m² Tanger,tanger,inconnu,terrain,vente,109423.65,118.18,0,0,0,2020,925.906667794889,6,2024,8,3,August,Moyen (80-150 m²),Medium,Market Standard
ANO001050,2023-07-07,Appartement à location - Fès,fès,inconnu,appartement,location,1858.16,82.23,2,1,3,1986,22.59710567919251,40,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000383,2023-01-09,Beau Appartement Kenitra,kenitra,inconnu,appartement,vente,1561489.97,49.0,2,1,4,2022,31867.142244897957,4,2023,1,1,January,Petit (< 80 m²),Luxury,Market Standard
ANO000357,2023-12-09,Beau Duplex Marrakech,marrakech,targa,duplex,location,320000.0,167.33,3,2,2,2009,1912.3886930018525,17,2023,12,4,December,Grand (> 150 m²),Medium,Market Standard
ANO001198,2024-01-28,Appartement 142m² Centre,kenitra,centre,appartement,vente,2241648.36,142.59,3,1,3,1998,15720.936671575846,28,2024,1,1,January,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000461,2023-12-12,Appartement moderne Oujda,oujda,inconnu,appartement,vente,631351.1,72.8,2,2,5,2024,8672.40521978022,2,2023,12,4,December,Petit (< 80 m²),High standard,Market Standard
ANO001478,2024-04-16,Beau Appartement Rabat,rabat,souissi,appartement,vente,282343.84,90.67,3,2,1,1991,3113.9719863240325,35,2024,4,2,April,Moyen (80-150 m²),Medium,Market Standard
ANO000025,2023-05-22,Villa moderne Marrakech,marrakech,hivernage,villa,vente,2182086.98,375.17,4,2,0,1989,5816.261907935069,37,2023,5,2,May,Grand (> 150 m²),Medium,Market Standard
ANO000038,2024-11-21,Duplex 153m² Centre,tétouan,centre,duplex,vente,1784091.67,153.01,3,2,4,2024,11659.967779883667,2,2024,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO000801,2024-11-16,Beau Villa Agadir,agadir,centre,villa,vente,1839131.22,264.15,5,2,0,2005,6962.45019875071,21,2024,11,4,November,Grand (> 150 m²),Medium,Market Standard
ANO001415,2024-12-20,Terrain moderne Fès,fès,ville nouvelle,terrain,location,2492.13,383.84,0,0,0,2000,6.492627136306795,26,2024,12,4,December,Grand (> 150 m²),Economy,Market Standard
ANO001131,2023-11-18,Duplex à location - Fès,fès,ville nouvelle,duplex,location,3415.21,109.86,3,1,7,1998,31.08692881849627,28,2023,11,4,November,Moyen (80-150 m²),Economy,Market Standard
ANO001022,2023-11-02,Appartement 47m² Gueliz,marrakech,gueliz,appartement,vente,486480.15,47.14,3,2,6,2012,10319.90135765804,14,2023,11,4,November,Petit (< 80 m²),Medium,Market Standard
ANO000397,2024-08-05,Appartement 60m² Oujda,oujda,inconnu,appartement,vente,616006.25,60.79,3,2,3,2010,10133.348412567857,16,2024,8,3,August,Petit (< 80 m²),High standard,Market Standard
ANO000939,2024-02-02,Appartement moderne Agadir,agadir,inconnu,appartement,vente,2733022.82,105.35,2,2,3,2013,25942.314380635977,13,2024,2,1,February,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000498,2024-07-12,Appartement à vente - Agadir,agadir,centre,appartement,vente,856983.91,70.89,3,2,2,2011,12088.925236281564,15,2024,7,3,July,Petit (< 80 m²),Luxury,Market Standard
ANO000714,2024-05-09,Bureau moderne Rabat,rabat,hassan,bureau,vente,612989.89,126.59,0,0,5,2000,4842.324749190299,26,2024,5,2,May,Moyen (80-150 m²),Medium,Market Standard
ANO000984,2024-10-03,Villa à location - Casablanca,casablanca,bourgogne,villa,location,5539.05,346.48,4,3,0,2011,15.986637035326714,15,2024,10,4,October,Grand (> 150 m²),Economy,Market Standard
ANO001265,2023-02-27,Villa à location - Tanger,tanger,centre ville,villa,location,9314.4,230.75,4,2,0,2010,40.365763813651135,16,2023,2,1,February,Grand (> 150 m²),Economy,Market Standard
ANO000226,2024-01-23,Villa moderne Tanger,tanger,inconnu,villa,vente,4833274.97,161.15,4,3,0,2024,29992.398200434374,2,2024,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO000288,2023-01-15,Terrain à vente - Marrakech,marrakech,medina,terrain,vente,345276.77,485.7,0,0,0,2024,710.8848466131358,2,2023,1,1,January,Grand (> 150 m²),Medium,Market Standard
ANO000804,2023-05-13,Bureau à vente - Fès,fès,medina,bureau,vente,740694.68,152.75,0,0,2,1994,4849.065008183306,32,2023,5,2,May,Grand (> 150 m²),Medium,Market Standard
ANO001132,2024-12-30,Appartement 134m² Meknès,meknès,inconnu,appartement,vente,540920.13,134.31,3,2,2,2008,4027.4002680366316,18,2024,12,4,December,Moyen (80-150 m²),High standard,Market Standard
ANO000975,2024-10-15,Terrain moderne Casablanca,casablanca,hay mohammadi,terrain,location,2966.36,292.3,0,0,0,2001,10.1483407458091,25,2024,10,4,October,Grand (> 150 m²),Economy,Market Standard
ANO000431,2024-03-11,Villa moderne Marrakech,marrakech,gueliz,villa,vente,6582867.91,449.44,4,2,0,2009,14646.82251245995,17,2024,3,1,March,Grand (> 150 m²),Luxury,Market Standard
ANO000640,2024-11-09,Beau Appartement Tanger,tanger,malabata,appartement,location,1901.99,80.8,3,2,1,2006,23.539480198019803,20,2024,11,4,November,Moyen (80-150 m²),Economy,Market Standard
ANO000687,2024-10-31,Villa 265m² Ain Diab,casablanca,ain diab,villa,vente,6393841.99,265.49,4,2,0,2012,24083.174469848203,14,2024,10,4,October,Grand (> 150 m²),Luxury,Market Standard
ANO000805,2023-11-09,Appartement moderne Tétouan,tétouan,inconnu,appartement,vente,415294.62,62.06,3,1,2,2018,6691.824363519175,8,2023,11,4,November,Petit (< 80 m²),Medium,Market Standard
ANO001448,2023-02-24,Villa 405m² Meknès,meknès,inconnu,villa,vente,6287846.6,405.87,4,2,0,2012,15492.267474807204,14,2023,2,1,February,Grand (> 150 m²),Luxury,Market Standard
ANO000901,2023-05-10,Beau Appartement Rabat,rabat,hay riad,appartement,vente,2154723.41,112.27,4,3,2,2024,19192.33463970785,2,2023,5,2,May,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001435,2024-03-15,Beau Appartement Fès,fès,zouagha,appartement,location,6441.41,102.59,3,3,2,2000,62.78789355687689,26,2024,3,1,March,Moyen (80-150 m²),Economy,Market Standard
ANO001324,2024-11-20,Villa à vente - Tanger,tanger,iberia,villa,vente,2845322.23,218.22,4,3,0,2001,13038.778434607277,25,2024,11,4,November,Grand (> 150 m²),High standard,Market Standard
ANO000198,2023-10-11,Bureau à vente - Fès,fès,zouagha,bureau,vente,1008937.02,139.16,0,0,2,1994,7250.19416498994,32,2023,10,4,October,Moyen (80-150 m²),Medium,Market Standard
ANO001174,2024-02-16,Bureau moderne Tanger,tanger,iberia,bureau,location,1253.09,140.11,0,0,2,1990,8.943615730497465,36,2024,2,1,February,Moyen (80-150 m²),Economy,Market Standard
ANO000385,2023-01-07,Villa 144m² Ville Nouvelle,fès,ville nouvelle,villa,vente,1880519.13,144.15,4,2,0,2024,13045.571488033298,2,2023,1,1,January,Moyen (80-150 m²),Medium,Market Standard
ANO000070,2023-07-18,Appartement à vente - Fès,fès,inconnu,appartement,vente,611654.31,97.88,3,1,5,2024,6249.022374335922,2,2023,7,3,July,Moyen (80-150 m²),High standard,Market Standard
ANO000459,2023-04-23,Terrain moderne Casablanca,casablanca,hay mohammadi,terrain,location,4965.4,274.88,0,0,0,1989,18.063882421420256,37,2023,4,2,April,Grand (> 150 m²),Medium,Market Standard
ANO000139,2024-08-10,Appartement moderne Rabat,rabat,ocean,appartement,location,2359.51,66.29,4,2,3,1998,35.59375471413486,28,2024,8,3,August,Petit (< 80 m²),Economy,Market Standard
ANO000141,2023-07-20,Appartement moderne Kenitra,kenitra,centre,appartement,location,3189.16,128.88,20,10,4,2012,24.745189323401615,14,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000533,2024-02-23,Appartement à vente - Oujda,oujda,hay qods,appartement,vente,624298.51,136.44,4,2,0,2010,4575.626722368807,16,2024,2,1,February,Moyen (80-150 m²),High standard,Market Standard
ANO001144,2024-03-10,Villa moderne Fès,fès,ville nouvelle,villa,vente,2750661.48,287.32,5,3,0,2020,9573.51204232215,6,2024,3,1,March,Grand (> 150 m²),High standard,Market Standard
ANO000730,2024-09-21,Terrain à vente - Agadir,agadir,centre,terrain,vente,720004.3,248.49,0,0,0,2014,2897.5182099883295,12,2024,9,3,September,Grand (> 150 m²),High standard,Market Standard
ANO001164,2024-10-07,Villa moderne Agadir,agadir,centre,villa,vente,3603601.25,223.84,5,3,0,2008,16099.004869549679,18,2024,10,4,October,Grand (> 150 m²),High standard,Market Standard
ANO000676,2023-04-20,Bureau à location - Casablanca,casablanca,maarif,bureau,location,5094.16,192.02,0,0,4,2018,26.52931986251432,8,2023,4,2,April,Grand (> 150 m²),Economy,Market Standard
ANO000337,2024-04-09,Beau Appartement Oujda,oujda,centre,appartement,location,9679.28,71.62,1,2,10,2020,135.14772409941358,6,2024,4,2,April,Petit (< 80 m²),Medium,Market Standard
ANO000574,2023-03-22,Appartement 97m² Zouagha,fès,zouagha,appartement,vente,1825805.45,97.83,3,2,8,2000,18663.042522743533,26,2023,3,1,March,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO001263,2023-07-02,Villa moderne Meknès,meknès,ville nouvelle,villa,vente,6474537.48,179.18,5,2,0,2011,36134.26431521375,15,2023,7,3,July,Grand (> 150 m²),Luxury,Market Standard
ANO001162,2024-12-08,Bureau 79m² Gueliz,marrakech,gueliz,bureau,vente,1174326.34,79.58,0,0,0,2005,14756.551143503395,21,2024,12,4,December,Petit (< 80 m²),High standard,Market Standard
ANO000395,2024-07-20,Beau Appartement Marrakech,marrakech,inconnu,appartement,vente,660197.99,45.74,2,1,2,2002,14433.71206821163,24,2024,7,3,July,Petit (< 80 m²),High standard,Market Standard
ANO001436,2024-03-29,Appartement 69m² Souissi,rabat,souissi,appartement,vente,1360851.15,69.25,2,1,2,2010,19651.280144404333,16,2024,3,1,March,Petit (< 80 m²),Luxury,Market Standard
ANO001186,2023-03-26,Villa moderne Fès,fès,medina,villa,vente,2183859.69,301.24,4,2,0,2008,7249.567421325189,18,2023,3,1,March,Grand (> 150 m²),Medium,Market Standard
ANO001086,2023-08-20,Appartement 62m² Meknès,meknès,inconnu,appartement,vente,567770.73,62.97,2,1,2,2004,9016.527393997141,22,2023,8,3,August,Petit (< 80 m²),High standard,Market Standard
ANO000769,2024-03-14,Appartement à vente - Meknès,meknès,inconnu,appartement,vente,789480.1,162.75,1,1,5,2008,4850.8761904761905,18,2024,3,1,March,Grand (> 150 m²),Luxury,Exception (Luxury/Grand)
ANO000938,2023-03-17,Appartement 128m² Hay Qods,oujda,hay qods,appartement,vente,473733.06,128.47,1,1,4,2007,3687.4994940453025,19,2023,3,1,March,Moyen (80-150 m²),Medium,Market Standard
ANO001353,2024-10-31,Appartement moderne Tanger,tanger,inconnu,appartement,vente,725463.51,96.22,3,1,0,2017,7539.633236333403,9,2024,10,4,October,Moyen (80-150 m²),Luxury,Market Standard
ANO000516,2024-03-07,Appartement à vente - Agadir,agadir,talborjt,appartement,vente,2187509.7,60.04,3,1,5,2012,36434.205529646904,14,2024,3,1,March,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000888,2024-10-24,Appartement à location - Tétouan,tétouan,centre,appartement,location,1770.37,99.93,20,10,2,2002,17.71610127088962,24,2024,10,4,October,Moyen (80-150 m²),Economy,Market Standard
ANO000065,2024-01-29,Bureau 70m² Oujda,oujda,inconnu,bureau,vente,1285637.5,70.17,0,0,2,2011,18321.7543109591,15,2024,1,1,January,Petit (< 80 m²),High standard,Market Standard
ANO000282,2024-12-13,Beau Villa Marrakech,marrakech,targa,villa,vente,2391204.87,263.32,5,3,0,2013,9080.984619474404,13,2024,12,4,December,Grand (> 150 m²),High standard,Market Standard
ANO000207,2024-08-12,Appartement à vente - Rabat,rabat,hay riad,appartement,vente,2192403.69,90.6,2,1,2,1988,24198.716225165565,38,2024,8,3,August,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000167,2024-10-29,Bureau à location - Agadir,agadir,hay mohammadi,bureau,location,3399.01,64.69,0,0,3,2017,52.54305147627145,9,2024,10,4,October,Petit (< 80 m²),Economy,Market Standard
ANO000091,2023-08-01,Appartement 49m² Kenitra,kenitra,inconnu,appartement,vente,2576509.32,49.1,2,2,3,2019,52474.731568228104,7,2023,8,3,August,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000734,2024-12-13,Beau Appartement Agadir,agadir,hay mohammadi,appartement,location,8780.6,130.11,2,2,0,2008,67.48597340711704,18,2024,12,4,December,Moyen (80-150 m²),Medium,Market Standard
ANO000165,2023-07-31,Bureau à location - Agadir,agadir,talborjt,bureau,location,4923.79,85.55,0,0,2,2022,57.554529514903564,4,2023,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000667,2024-05-11,Terrain à vente - Fès,fès,medina,terrain,vente,751079.91,210.61,0,0,0,1989,3566.2120032287166,37,2024,5,2,May,Grand (> 150 m²),High standard,Market Standard
ANO000959,2024-07-11,Beau Appartement Marrakech,marrakech,medina,appartement,vente,546272.93,62.26,2,1,1,2002,8774.059267587538,24,2024,7,3,July,Petit (< 80 m²),High standard,Market Standard
ANO000626,2024-12-24,Appartement 70m² Zouagha,fès,zouagha,appartement,vente,2558273.52,70.95,1,1,5,1996,36057.41395348837,30,2024,12,4,December,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000711,2024-07-18,Appartement 85m² Centre,oujda,centre,appartement,vente,2175390.3,85.49,1,1,0,2015,25446.137559948533,11,2024,7,3,July,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000832,2024-06-04,Duplex 87m² Ain Diab,casablanca,ain diab,duplex,location,10664.72,87.17,2,2,5,2012,122.34392566249856,14,2024,6,2,June,Moyen (80-150 m²),Medium,Market Standard
ANO000718,2023-12-11,Appartement à vente - Marrakech,marrakech,inconnu,appartement,vente,749376.42,3000.0,2,1,10,2011,249.79214000000002,15,2023,12,4,December,Grand (> 150 m²),Luxury,Exception (Luxury/Grand)
ANO000536,2024-07-06,Beau Appartement Kenitra,kenitra,centre,appartement,location,1742.4,88.07,2,1,5,2012,19.784262518451236,14,2024,7,3,July,Moyen (80-150 m²),Economy,Market Standard
ANO000002,2023-06-13,Appartement à location - Meknès,meknès,hamria,appartement,location,2931.05,79.15,2,1,4,2008,37.03158559696778,18,2023,6,2,June,Petit (< 80 m²),Economy,Market Standard
ANO000911,2024-07-25,Villa moderne Kenitra,kenitra,centre,villa,location,11261.75,384.8,6,4,0,2014,29.266502079002077,12,2024,7,3,July,Grand (> 150 m²),Economy,Market Standard
ANO000217,2024-12-06,Beau Villa Casablanca,casablanca,inconnu,villa,vente,5653598.2,305.7,4,3,0,2024,18493.942427216225,2,2024,12,4,December,Grand (> 150 m²),Luxury,Market Standard
ANO001372,2023-06-22,Villa à vente - Marrakech,marrakech,hivernage,villa,vente,3704307.89,12.0,3,1,0,2007,308692.32416666666,19,2023,6,2,June,Petit (< 80 m²),High standard,Exception (Luxury/Grand)
ANO000782,2023-02-18,Appartement 31m² Marrakech,marrakech,inconnu,appartement,location,1947.5,31.17,2,1,1,2018,62.47994866859159,8,2023,2,1,February,Petit (< 80 m²),Economy,Market Standard
ANO001018,2024-04-28,Villa à vente - Marrakech,marrakech,targa,villa,vente,1845279.5,226.92,5,3,0,2003,8131.8504318702635,23,2024,4,2,April,Grand (> 150 m²),Medium,Market Standard
ANO001480,2024-06-26,Beau Appartement Kenitra,kenitra,centre,appartement,vente,1890982.11,76.49,1,1,2,2014,24721.952019871882,12,2024,6,2,June,Petit (< 80 m²),Luxury,Exception (Luxury/Grand)
ANO000060,2023-06-11,Appartement moderne Tétouan,tétouan,m'diq,appartement,vente,724424.09,78.38,2,1,1,2024,9242.460959428427,2,2023,6,2,June,Petit (< 80 m²),Luxury,Market Standard
ANO001117,2023-05-12,Beau Appartement Tanger,tanger,inconnu,appartement,vente,2271572.52,81.58,1,1,4,2005,27844.723216474627,21,2023,5,2,May,Moyen (80-150 m²),Luxury,Exception (Luxury/Grand)
ANO000543,2024-06-15,Duplex moderne Tanger,tanger,centre ville,duplex,location,6126.43,214.05,2,2,5,2016,28.62149030600327,10,2024,6,2,June,Grand (> 150 m²),Economy,Market Standard
ANO001140,2024-11-16,Beau Appartement Marrakech,marrakech,hivernage,appartement,vente,574936.3,52.68,1,1,3,2005,10913.749050873197,21,2024,11,4,November,Petit (< 80 m²),High standard,Market Standard
ANO001217,2024-04-24,Appartement moderne Fès,fès,medina,appartement,vente,643944.85,74.22,1,1,3,2006,8676.163433036918,20,2024,4,2,April,Petit (< 80 m²),High standard,Market Standard
ANO001361,2023-03-11,Appartement 67m² Anfa,casablanca,anfa,appartement,vente,626039.32,67.55,2,1,1,2024,9267.791561806069,2,2023,3,1,March,Petit (< 80 m²),High standard,Market Standard
ANO000124,2023-03-28,Appartement 85m² Hivernage,marrakech,hivernage,appartement,vente,457238.83,85.61,1,1,2,2013,5340.95117392828,13,2023,3,1,March,Moyen (80-150 m²),Medium,Market Standard
ANO000615,2023-11-16,Appartement 87m² Malabata,tanger,malabata,appartement,vente,484153.01,87.32,3,1,2,2011,5544.5832569858,15,2023,11,4,November,Moyen (80-150 m²),Medium,Market Standard
ANO000861,2023-01-18,Bureau moderne Oujda,oujda,hay qods,bureau,vente,1348842.19,135.57,0,0,6,2009,9949.414988566792,17,2023,1,1,January,Moyen (80-150 m²),High standard,Market Standard
ANO000929,2024-07-17,Bureau 105m² Zouagha,fès,zouagha,bureau,vente,1005118.83,105.92,0,0,5,1988,9489.414935800603,38,2024,7,3,July,Moyen (80-150 m²),Medium,Market Standard
ANO000208,2024-08-22,Beau Villa Agadir,agadir,inconnu,villa,vente,6707202.54,400.56,4,2,0,2020,16744.56396045536,6,2024,8,3,August,Grand (> 150 m²),Luxury,Market Standard
ANO000555,2023-10-12,Beau Appartement Marrakech,marrakech,inconnu,appartement,vente,295377.41,69.8,3,2,5,2020,4231.768051575931,6,2023,10,4,October,Petit (< 80 m²),Medium,Market Standard
ANO000274,2023-08-31,Villa 208m² Kenitra,kenitra,inconnu,villa,vente,2732740.19,208.62,4,2,0,2021,13099.128511168632,5,2023,8,3,August,Grand (> 150 m²),High standard,Market Standard
ANO000504,2024-12-30,Beau Appartement Fès,fès,inconnu,appartement,location,2909.21,56.46,3,1,3,2000,51.52692171448813,26,2024,12,4,December,Petit (< 80 m²),Economy,Market Standard
ANO000046,2023-01-10,Beau Villa Oujda,oujda,inconnu,villa,vente,8324901.61,187.34,6,4,0,2007,44437.395163873174,19,2023,1,1,January,Grand (> 150 m²),Luxury,Market Standard
ANO000625,2023-08-18,Appartement 104m² Centre Ville,tanger,centre ville,appartement,location,2052.14,104.49,3,2,2,2020,19.63958273518997,6,2023,8,3,August,Moyen (80-150 m²),Economy,Market Standard
ANO000772,2024-12-08,Beau Villa Casablanca,casablanca,maarif,villa,location,9795.49,303.27,4,3,0,2006,32.29956804167903,20,2024,12,4,December,Grand (> 150 m²),Economy,Market Standard
